# min_x, min_y, max_x, max_y
tree(29) : (111.85, -62.65, 112.15, -62.35)
tree(30) : (116.85, -62.65, 117.15, -62.35)
tree(31) : (121.85, -62.65, 122.15, -62.35)
tree(32) : (138.85, -62.65, 139.15, -62.35)
tree(33) : (146.85, -62.65, 147.15, -62.35)
tree(34) : (151.85, -62.65, 152.15, -62.35)
tree(35) : (156.85, -62.65, 157.15, -62.35)
tree(36) : (161.85, -62.65, 162.15, -62.35)
tree(37) : (166.85, -62.65, 167.15, -62.35)
tree(38) : (171.85, -62.65, 172.15, -62.35)
tree(39) : (176.85, -62.65, 177.15, -62.35)
tree(40) : (14.85, -9.15, 15.15, -8.85)
tree(41) : (19.85, -9.15, 20.15, -8.85)
tree(42) : (24.85, -9.15, 25.15, -8.85)
tree(43) : (29.85, -9.15, 30.15, -8.85)
tree(44) : (34.85, -9.15, 35.15, -8.85)
tree(45) : (39.85, -9.15, 40.15, -8.85)
tree(46) : (44.85, -9.15, 45.15, -8.85)
tree(47) : (49.85, -9.15, 50.15, -8.85)
tree(48) : (54.85, -9.15, 55.15, -8.85)
tree(49) : (59.85, -9.15, 60.15, -8.85)
tree(50) : (64.85, -9.15, 65.15, -8.85)
tree(51) : (69.85, -9.15, 70.15, -8.85)
tree(52) : (74.85, -9.15, 75.15, -8.85)
tree(53) : (79.85, -9.15, 80.15, -8.85)
tree(54) : (84.85, -9.15, 85.15, -8.85)
tree(55) : (89.85, -9.15, 90.15, -8.85)
tree(56) : (94.85, -9.15, 95.15, -8.85)
tree(57) : (104.85, -7.15, 105.15, -6.85)
tree(58) : (109.85, -7.15, 110.15, -6.85)
tree(59) : (114.85, -7.15, 115.15, -6.85)
tree(60) : (119.85, -7.15, 120.15, -6.85)
tree(61) : (126.35, -12.15, 126.65, -11.85)
tree(62) : (126.35, -17.15, 126.65, -16.85)
tree(63) : (126.35, -22.15, 126.65, -21.85)
tree(64) : (126.35, -27.15, 126.65, -26.85)
tree(65) : (126.35, -32.15, 126.65, -31.85)
tree(66) : (126.35, -37.15, 126.65, -36.85)
tree(67) : (126.35, -42.15, 126.65, -41.85)
tree(68) : (126.35, -47.15, 126.65, -46.85)
tree(69) : (126.35, -52.15, 126.65, -51.85)
tree(70) : (126.35, -57.15, 126.65, -56.85)
tree(71) : (134.35, -52.15, 134.65, -51.85)
tree(72) : (134.35, -47.15, 134.65, -46.85)
tree(73) : (134.35, -42.15, 134.65, -41.85)
tree(74) : (134.35, -37.15, 134.65, -36.85)
tree(75) : (134.35, -27.15, 134.65, -26.85)
tree(76) : (134.35, -22.15, 134.65, -21.85)
tree(77) : (134.35, -17.15, 134.65, -16.85)
tree(78) : (134.35, -12.15, 134.65, -11.85)
tree(79) : (146.85, -18.15, 147.15, -17.85)
tree(80) : (146.85, -16.15, 147.15, -15.85)
tree(81) : (146.85, -14.15, 147.15, -13.85)
tree(82) : (148.85, -14.15, 149.15, -13.85)
tree(83) : (150.85, -14.15, 151.15, -13.85)
tree(84) : (152.85, -14.15, 153.15, -13.85)
tree(85) : (154.85, -14.15, 155.15, -13.85)
tree(86) : (178.85, -13.15, 179.15, -12.85)
tree(87) : (176.85, -13.15, 177.15, -12.85)
tree(88) : (193.85, -12.15, 194.15, -11.85)
tree(89) : (193.85, -15.15, 194.15, -14.85)
tree(90) : (193.85, -18.15, 194.15, -17.85)
tree(91) : (193.85, -21.15, 194.15, -20.85)
tree(92) : (193.85, -24.15, 194.15, -23.85)
tree(93) : (193.85, -27.15, 194.15, -26.85)
tree(94) : (193.85, -30.15, 194.15, -29.85)
tree(95) : (193.85, -33.15, 194.15, -32.85)
tree(96) : (193.85, -36.15, 194.15, -35.85)
tree(97) : (193.85, -39.15, 194.15, -38.85)
tree(98) : (193.85, -42.15, 194.15, -41.85)
tree(99) : (193.85, -45.15, 194.15, -44.85)
tree(100) : (193.85, -48.15, 194.15, -47.85)
tree(101) : (193.85, -51.15, 194.15, -50.85)
tree(102) : (193.85, -54.15, 194.15, -53.85)
tree(103) : (193.85, -57.15, 194.15, -56.85)
tree(104) : (186.7, -12.3, 187.3, -11.7)
tree(105) : (186.7, 19.7, 187.3, 20.3)
tree(106) : (186.7, 27.7, 187.3, 28.3)
tree(107) : (186.7, 35.7, 187.3, 36.3)
tree(108) : (188.7, 50.7, 189.3, 51.3)
tree(109) : (188.7, 58.7, 189.3, 59.3)
tree(110) : (188.7, 66.7, 189.3, 67.3)
tree(111) : (188.7, 74.7, 189.3, 75.3)
tree(112) : (186.7, -20.3, 187.3, -19.7)
tree(113) : (188.7, 82.7, 189.3, 83.3)
tree(114) : (193.85, 18.85, 194.15, 19.15)
tree(115) : (193.85, 21.85, 194.15, 22.15)
tree(116) : (193.85, 24.85, 194.15, 25.15)
tree(117) : (193.85, 27.85, 194.15, 28.15)
tree(118) : (193.85, 30.85, 194.15, 31.15)
tree(119) : (193.85, 33.85, 194.15, 34.15)
tree(120) : (193.85, 36.85, 194.15, 37.15)
tree(121) : (186.7, -50.3, 187.3, -49.7)
tree(122) : (186.7, -57.3, 187.3, -56.7)
tree(123) : (179.7, -79.3, 180.3, -78.7)
tree(124) : (166.7, -123.3, 167.3, -122.7)
tree(125) : (156.7, -123.3, 157.3, -122.7)
tree(126) : (146.7, -123.3, 147.3, -122.7)
tree(127) : (136.7, -123.3, 137.3, -122.7)
tree(128) : (126.7, -123.3, 127.3, -122.7)
tree(129) : (116.7, -123.3, 117.3, -122.7)
tree(130) : (106.7, -123.3, 107.3, -122.7)
tree(131) : (96.7, -123.3, 97.3, -122.7)
tree(132) : (86.7, -123.3, 87.3, -122.7)
tree(133) : (76.7, -123.3, 77.3, -122.7)
tree(134) : (66.7, -123.3, 67.3, -122.7)
tree(135) : (56.7, -123.3, 57.3, -122.7)
tree(136) : (46.7, -123.3, 47.3, -122.7)
tree(137) : (36.7, -123.3, 37.3, -122.7)
tree(138) : (26.7, -123.3, 27.3, -122.7)
tree(139) : (16.7, -123.3, 17.3, -122.7)
tree(140) : (6.7, -123.3, 7.3, -122.7)
tree(141) : (0.7, -134.3, 1.3, -133.7)
tree(142) : (0.7, -144.3, 1.3, -143.7)
tree(143) : (0.7, -154.3, 1.3, -153.7)
tree(144) : (0.7, -164.3, 1.3, -163.7)
tree(145) : (0.7, -174.3, 1.3, -173.7)
tree(146) : (0.7, -184.3, 1.3, -183.7)
tree(147) : (0.7, -194.3, 1.3, -193.7)
tree(148) : (193.7, -194.3, 194.3, -193.7)
tree(149) : (193.7, -184.3, 194.3, -183.7)
tree(150) : (193.7, -174.3, 194.3, -173.7)
tree(151) : (193.7, -164.3, 194.3, -163.7)
tree(152) : (193.7, -154.3, 194.3, -153.7)
tree(153) : (193.7, -144.3, 194.3, -143.7)
tree(154) : (193.7, -134.3, 194.3, -133.7)
tree(155) : (0.7, -10.3, 1.3, -9.7)
tree(156) : (0.7, -17.3, 1.3, -16.7)
tree(157) : (0.7, -24.3, 1.3, -23.7)
tree(158) : (0.7, -31.3, 1.3, -30.7)
tree(159) : (0.7, -38.3, 1.3, -37.7)
tree(160) : (0.7, -45.3, 1.3, -44.7)
tree(161) : (0.7, -59.3, 1.3, -58.7)
tree(162) : (226.35, 18.85, 226.65, 19.15)
tree(163) : (226.35, 21.85, 226.65, 22.15)
tree(164) : (226.35, 24.85, 226.65, 25.15)
tree(165) : (226.35, 27.85, 226.65, 28.15)
tree(166) : (226.35, 30.85, 226.65, 31.15)
tree(167) : (226.35, 33.85, 226.65, 34.15)
tree(168) : (226.35, 36.85, 226.65, 37.15)
tree(169) : (226.35, 39.85, 226.65, 40.15)
tree(170) : (226.35, 42.85, 226.65, 43.15)
tree(171) : (226.35, 45.85, 226.65, 46.15)
tree(172) : (226.35, 48.85, 226.65, 49.15)
tree(173) : (226.35, 51.85, 226.65, 52.15)
tree(174) : (226.35, 54.85, 226.65, 55.15)
tree(175) : (226.35, 57.85, 226.65, 58.15)
tree(176) : (226.35, 60.85, 226.65, 61.15)
tree(177) : (226.35, 63.85, 226.65, 64.15)
tree(178) : (226.35, 66.85, 226.65, 67.15)
tree(179) : (226.35, 69.85, 226.65, 70.15)
tree(180) : (226.35, 72.85, 226.65, 73.15)
tree(181) : (226.35, 75.85, 226.65, 76.15)
tree(182) : (226.35, 78.85, 226.65, 79.15)
tree(183) : (226.35, 81.85, 226.65, 82.15)
tree(184) : (226.35, 84.85, 226.65, 85.15)
tree(185) : (226.35, 87.85, 226.65, 88.15)
tree(186) : (233.7, -106.3, 234.3, -105.7)
tree(187) : (233.7, -114.3, 234.3, -113.7)
tree(188) : (229.7, -131.3, 230.3, -130.7)
tree(189) : (232.7, -137.3, 233.3, -136.7)
tree(190) : (232.7, -147.3, 233.3, -146.7)
tree(191) : (232.7, -157.3, 233.3, -156.7)
tree(192) : (232.7, -167.3, 233.3, -166.7)
tree(193) : (232.7, -177.3, 233.3, -176.7)
tree(194) : (232.7, -187.3, 233.3, -186.7)
tree(195) : (226.85, -62.15, 227.15, -61.85)
tree(196) : (226.85, -57.15, 227.15, -56.85)
tree(197) : (226.85, -52.15, 227.15, -51.85)
tree(198) : (226.85, -47.15, 227.15, -46.85)
tree(199) : (226.85, -35.15, 227.15, -34.85)
tree(200) : (226.85, -30.15, 227.15, -29.85)
tree(201) : (226.85, -25.15, 227.15, -24.85)
tree(202) : (226.85, -20.15, 227.15, -19.85)
tree(203) : (239.85, -18.15, 240.15, -17.85)
tree(204) : (249.85, -18.15, 250.15, -17.85)
tree(205) : (259.85, -18.15, 260.15, -17.85)
tree(206) : (269.85, -18.15, 270.15, -17.85)
tree(207) : (279.85, -18.15, 280.15, -17.85)
tree(208) : (289.85, -18.15, 290.15, -17.85)
tree(209) : (299.85, -18.15, 300.15, -17.85)
tree(210) : (309.85, -18.15, 310.15, -17.85)
tree(211) : (319.85, -18.15, 320.15, -17.85)
tree(212) : (329.85, -18.15, 330.15, -17.85)
tree(213) : (339.85, -18.15, 340.15, -17.85)
tree(214) : (349.85, -18.15, 350.15, -17.85)
tree(215) : (359.85, -18.15, 360.15, -17.85)
tree(216) : (369.85, -18.15, 370.15, -17.85)
tree(217) : (379.85, -18.15, 380.15, -17.85)
tree(218) : (389.85, -18.15, 390.15, -17.85)
tree(219) : (239.85, 7.85, 240.15, 8.15)
tree(220) : (249.85, 7.85, 250.15, 8.15)
tree(221) : (259.85, 7.85, 260.15, 8.15)
tree(222) : (269.85, 7.85, 270.15, 8.15)
tree(223) : (279.85, 7.85, 280.15, 8.15)
tree(224) : (289.85, 7.85, 290.15, 8.15)
tree(225) : (299.85, 7.85, 300.15, 8.15)
tree(226) : (309.85, 7.85, 310.15, 8.15)
tree(227) : (319.85, 7.85, 320.15, 8.15)
tree(228) : (329.85, 7.85, 330.15, 8.15)
tree(229) : (339.85, 7.85, 340.15, 8.15)
tree(230) : (349.85, 7.85, 350.15, 8.15)
tree(231) : (359.85, 7.85, 360.15, 8.15)
tree(232) : (369.85, 7.85, 370.15, 8.15)
tree(233) : (379.85, 7.85, 380.15, 8.15)
tree(234) : (389.85, 7.85, 390.15, 8.15)


human_dict Total Count : 40
-------------------------
human_ROBERT(1) : (12.03229335629826, 8.826764961029033, 12.632293356298261, 9.426764961029034)
human_ROBERT(2) : (51.84901155600141, 50.23227613934753, 52.4490115560014, 50.83227613934753)
human_ROBERT(3) : (53.54760395322436, 8.505463357537606, 54.147603953224355, 9.105463357537607)
human_ROBERT(4) : (108.16218396888415, 8.175689650021143, 108.76218396888414, 8.775689650021144)
human_ROBERT(5) : (122.4129895644779, 45.987876202825255, 123.01298956447789, 46.58787620282525)
human_ROBERT(6) : (187.8050227290912, 8.699014242095393, 188.40502272909123, 9.299014242095394)
human_ROBERT(7) : (229.01907579929033, 10.145351476753182, 229.61907579929036, 10.745351476753184)
human_ROBERT(8) : (196.63605876183837, 48.744473118230374, 197.2360587618384, 49.34447311823037)
human_ROBERT(9) : (3.4593290391775753, -63.65769477157467, 4.059329039177575, -63.057694771574674)
human_ROBERT(10) : (123.33100987078483, -26.420527583465258, 123.93100987078482, -25.820527583465257)
human_SANDRA(1) : (39.919900000000005, 8.250319999999999, 40.5199, 8.85032)
human_SANDRA(2) : (91.33726582099489, 18.800300053109275, 91.93726582099488, 19.400300053109277)
human_SANDRA(3) : (91.73310199725762, 51.46561150196773, 92.33310199725761, 52.06561150196772)
human_SANDRA(4) : (110.900000021225, 45.254618310612464, 111.50000002122499, 45.85461831061246)
human_SANDRA(5) : (122.21354636147043, 7.646818269416177, 122.81354636147043, 8.246818269416178)
human_SANDRA(6) : (131.99333817020783, 64.21154369190346, 132.59333817020786, 64.81154369190345)
human_SANDRA(7) : (191.9099999474348, 11.240802598416387, 192.50999994743484, 11.840802598416388)
human_SANDRA(8) : (228.97986559517977, 30.152119039952414, 229.5798655951798, 30.752119039952415)
human_SANDRA(9) : (50.4007486082022, -7.391731128454178, 51.000748608202194, -6.791731128454178)
human_SANDRA(10) : (123.45068269947951, -72.60277296417772, 124.05068269947951, -72.00277296417772)
human_SOPHIA(1) : (41.136500000000005, 7.45155, 41.7365, 8.05155)
human_SOPHIA(2) : (53.401081849307744, 46.72129998428041, 54.00108184930774, 47.3212999842804)
human_SOPHIA(3) : (73.0470000100569, 7.22166353572069, 73.6470000100569, 7.82166353572069)
human_SOPHIA(4) : (100.50338843815881, 45.042000054208444, 101.1033884381588, 45.64200005420844)
human_SOPHIA(5) : (135.1849998825619, 54.975473914891154, 135.78499988256192, 55.57547391489115)
human_SOPHIA(6) : (109.12600001206239, 37.5694207470429, 109.72600001206239, 38.16942074704289)
human_SOPHIA(7) : (155.44997718071173, 8.122409160694174, 156.04997718071175, 8.722409160694175)
human_SOPHIA(8) : (250.68700177159346, 9.78299993802885, 251.28700177159348, 10.382999938028851)
human_SOPHIA(9) : (125.04838935470845, -9.288694634656002, 125.64838935470844, -8.688694634656)
human_SOPHIA(10) : (98.4164999473185, -9.568372550460294, 99.0164999473185, -8.968372550460293)
human_ANTHONY(1) : (23.87, 7.65002, 24.27, 8.05002)
human_ANTHONY(2) : (73.13070333749339, 8.04980999813306, 73.53070333749339, 8.449809998133059)
human_ANTHONY(3) : (100.3000000005945, 7.430463050587042, 100.7000000005945, 7.830463050587042)
human_ANTHONY(4) : (136.09999999633078, 9.148588631334558, 136.49999999633076, 9.548588631334557)
human_ANTHONY(5) : (61.32985317764229, 45.53168746802059, 61.7298531776423, 45.9316874680206)
human_ANTHONY(6) : (126.10287437804621, 47.189494415179766, 126.50287437804622, 47.58949441517977)
human_ANTHONY(7) : (164.30089486143206, 45.71999831584115, 164.70089486143203, 46.11999831584116)
human_ANTHONY(8) : (231.2900000022241, 24.14921908073308, 231.69000000222408, 24.549219080733078)
human_ANTHONY(9) : (4.194869578655521, -60.16089785170095, 4.594869578655521, -59.760897851700946)
human_ANTHONY(10) : (62.689234798188465, -60.83009999823465, 63.08923479818847, -60.430099998234645)


sidewalk_dict Total Count : 20
-------------------------
sidewalk_block(1) : (226.0, -64.0, 271.0, -42.5)
sidewalk_block(2) : (226.0, -37.5, 276.0, -17.5)
sidewalk_block(3) : (276.0, -64.0, 400.0, -17.5)
sidewalk_block(4) : (226.0, 7.5, 400.0, 90.0)
sidewalk_block(5) : (134.0, 45.0, 196.0, 90.0)
sidewalk_block(6) : (98.5, 45.0, 127.5, 90.0)
sidewalk_block(7) : (50.5, 45.0, 93.5, 90.0)
sidewalk_block(8) : (134.0, 6.5, 196.0, 40.0)
sidewalk_block(9) : (98.5, 6.5, 127.0, 40.0)
sidewalk_block(10) : (50.5, 6.5, 93.5, 40.0)
sidewalk_block(11) : (0.0, 6.5, 45.5, 90.0)
sidewalk_block(12) : (134.0, -27.5, 196.0, -6.5)
sidewalk_block(13) : (145.0, -63.0, 196.0, -27.5)
sidewalk_block(14) : (134.0, -63.0, 140.0, -32.5)
sidewalk_block(15) : (0.0, -63.0, 127.0, -6.5)
sidewalk_block(16) : (0.0, -90.0, 196.0, -70.0)
sidewalk_block(17) : (0.0, -200.0, 196.0, -120.0)
sidewalk_block(18) : (-70.0, 6.5, -25.0, 90.0)
sidewalk_block(19) : (-70.0, -200.0, -25.0, -6.5)
sidewalk_block(20) : (226.0, -199.0, 400.0, -69.0)
